,Name,Url,County,Sites,Average_rent,Unnamed: 0,FullstreetAddress,Latitude,Longitude
481,Sunset Ridge,https://www.mhvillage.com/parks/32569, Ionia ,190,409,445,"7204 East Grand River Avenue, Portland, MI, 48875",42.85464,-84.9269
482,Canterbury Estates,https://www.mhvillage.com/parks/602, Ionia ,290,391,448,"360 East Tuttle, Ionia, MI, 48846",42.95113,-85.06619
483,Pine Haven Estates,https://www.mhvillage.com/parks/15904, Ionia ,50,800,446,"10400 Pewamo Road, Pewamo, MI, 48873",42.99322,-84.83829
484,Wellington Estates,https://www.mhvillage.com/parks/15751, Wayne ,410,N/A,1177,"16031 Beech Daly Road, Taylor, MI, 48180",42.22557,-83.26855
485,Cedar Hill Trailer Park,https://www.mhvillage.com/parks/15691, Ionia ,13,250,449,"11211 East Nickleplate Road, Pewamo, MI, 48873",42.99322,-84.83829
486,Evergreen Mobile Home Community,https://www.mhvillage.com/parks/461, Ionia ,110,335,450,"2096 North State Road, Ionia, MI, 48846",42.98166,-85.0551
487,Parkview Estates,https://www.mhvillage.com/parks/15682, Ionia ,75,365,451,"9203 Nelson Road, Portland, MI, 48875",42.85464,-84.9269
488,Woodcreek Mobile Estates,https://www.mhvillage.com/parks/15684, Ionia ,30,N/A,452,"6600 North State Road, Orleans, MI, 48865",43.07627,-85.10939
489,Glenview Mobile Home Park,https://www.mhvillage.com/parks/15690, Ionia ,13,245,453,"4090 Jackson Road, Saranac, MI, 48881",42.93399,-85.20615
490,Grieves Trailer Park,https://www.mhvillage.com/parks/15685, Ionia ,5,N/A,454,"178 Washington Street, Saranac, MI, 48881",42.93399,-85.20615
491,Long Lake Mobile Home Estates,https://www.mhvillage.com/parks/504, Ionia ,25,N/A,456,"2701 West Long Lake Road, Orleans, MI, 48865",43.07627,-85.10939
492,Pine View Trailer Park,https://www.mhvillage.com/parks/15683, Ionia ,20,N/A,457,"6385 Whites Bride Road, Belding, MI, 48809",43.04999,-85.22343
493,Hidden Valley Mobile Home Park,https://www.mhvillage.com/parks/15689, Ionia ,50,N/A,458,"3856 South Stage Road, Ionia, MI, 48846",42.98166,-85.0551
494,West Wind Court,https://www.mhvillage.com/parks/15686, Ionia ,11,N/A,459,"5448 West Grand River Ave, Portland, MI, 48875",42.85464,-84.9269
495,Carl Chase,https://www.mhvillage.com/parks/16000, Ionia ,N/A,N/A,460,"2020 Johnson Road, Saranac, MI, 48881",42.93399,-85.20615
496,Schmid Farm Estates,https://www.mhvillage.com/parks/87313, Ionia ,14,N/A,461,"5590 N State Road, Orleans, MI, 48865",43.07627,-85.10939
497,Sunset View Mobile Home Park,https://www.mhvillage.com/parks/15692, Ionia ,35,N/A,462,"926 Hill Street, Portland, MI, 48875",42.85464,-84.9269
498,Slater's Mobile Home Village,https://www.mhvillage.com/parks/530, Ionia ,N/A,N/A,463,"728 Jordan Lake Avenue, Lake Odessa, MI, 48849",42.80836,-85.14312
500,Northern Pines,https://www.mhvillage.com/parks/15995, Oscoda ,30,700,935,"6720 South Drive, Hale, MI, 48739",44.38296,-83.79446
501,White Pine Ridge,https://www.mhvillage.com/parks/15817, Oscoda ,N/A,N/A,946,"6721 South Drive, Hale, MI, 48739",44.39344,-83.81642
502,Lake Terrace,https://www.mhvillage.com/parks/44285, Iron ,N/A,N/A,478,"1360 Lake Terrace Dr, Three Lakes, WI, 54562",45.7841,-89.13693
503,The Crossings On Broadway,https://www.mhvillage.com/parks/16022, Isabella ,225,N/A,480,"5402 East Broadway Road, Mount Pleasant, MI, 48858",43.60401,-84.74175
504,Summerhill Village,https://www.mhvillage.com/parks/15633, Isabella ,305,285,481,"5280 Mission Road, Mount Pleasant, MI, 48858",43.61887,-84.79772
505,Oakview Mobile Estates,https://www.mhvillage.com/parks/15631, Isabella ,46,N/A,482,"1800 East Jordan Road, Mount Pleasant, MI, 48858",43.61887,-84.79772
506,Broadway Acres,https://www.mhvillage.com/parks/15720, Isabella ,71,N/A,483,"5400 Kay Street, Mount Pleasant, MI, 48858",43.608,-84.73948
507,Country Place Park,https://www.mhvillage.com/parks/15634, Isabella ,66,N/A,484,"4151 East Jordan Road, Mount Pleasant, MI, 48858",43.61887,-84.79772
508,Isabella Village,https://www.mhvillage.com/parks/15905, Isabella ,170,400,479,"5232 East Broadway Road, Mount Pleasant, MI, 48858",43.60358,-84.74468
509,Maple View Estates East,https://www.mhvillage.com/parks/15635, Isabella ,136,200,485,"1955 S. Chippewa Road, Mount Pleasant, MI, 48858",43.61224,-84.62801
510,Mount Pleasant Mobile Home Park,https://www.mhvillage.com/parks/15588, Isabella ,120,N/A,486,"505 South Bradley Rd., Mount Pleasant, MI, 48858",43.61887,-84.79772
511,Broomfield Valley Mobile Home Park,https://www.mhvillage.com/parks/15587, Isabella ,85,N/A,487,"6553 West Remus Road, Mount Pleasant, MI, 48858",43.61887,-84.79772
512,Alexander's Mobile Village,https://www.mhvillage.com/parks/33825, Isabella ,20,N/A,488,"8649 South Loomis Road, Shepherd, MI, 48883",43.56428,-84.697
513,Maple View Estates West,https://www.mhvillage.com/parks/15632, Isabella ,37,N/A,489,"10749 East Pickard, Mount Pleasant, MI, 48858",43.61887,-84.79772
514,Westwind Mobile Home Park,https://www.mhvillage.com/parks/15636, Isabella ,N/A,N/A,490,"3640 East Rosebush Road, Rosebush, MI, 48878",43.70936,-84.76817
515,Sherman Oaks,https://www.mhvillage.com/parks/347, Jackson ,366,N/A,492,"1144 Sherman Blvd., Jackson, MI, 49201",42.33629,-84.41924
